name,overall,height_cm,weight_kg,Age,years_pro,position,APY,sport
Maximiliano Alberto Lovera,71,170,68,24,,"LM, CAM",520000.0,FIFA
Leonardo Duarte da Silva,75,183,79,26,,CB,1144000.0,FIFA
Lucas Tolentino Coelho de Lima,81,180,72,25,,"CAM, CM",4056000.0,FIFA
Kye Francis Rowles,70,185,80,25,,CB,260000.0,FIFA
Connor O'Toole,61,175,70,25,,LB,33800.0,FIFA
Aaron Ramsdale,84,191,77,25,,GK,5460000.0,FIFA
吴伟,54,185,75,26,,"CM, CDM",104000.0,FIFA
童磊,61,177,71,25,,RB,156000.0,FIFA
王玚,56,189,74,30,,CB,104000.0,FIFA
高华泽,58,178,70,25,,"LM, CM",104000.0,FIFA
Matthew Smith,60,180,76,26,,"LW, ST",28600.0,FIFA
Jérôme Déom,65,175,65,24,,"CM, CAM",156000.0,FIFA
Sami Khalil Al-Najei,68,176,68,26,,"CAM, RM, LM",728000.0,FIFA
Alessio Castro-Montes,73,175,67,26,,"LM, RM",728000.0,FIFA
Nathael Walter Silbeira Caeiro,71,188,83,27,,GK,572000.0,FIFA
Eduardo Flávio Fonseira Meire,71,191,87,23,,GK,572000.0,FIFA
Vitor Marlon Bereitta Cortejo,70,178,71,27,,"LB, CB",364000.0,FIFA
Alan Jonathan Besseiro Rosa,66,174,68,31,,LB,208000.0,FIFA
Vágner Joshua Corraldo Santoso,73,175,70,23,,"LB, LM",520000.0,FIFA
Mardial Sidney Cunha Sousa,74,183,77,23,,CB,520000.0,FIFA
Jairo Ralph Farnias Almeida,70,179,76,23,,GK,468000.0,FIFA
Sander Luan Asevedo Cirino,63,187,80,27,,GK,104000.0,FIFA
Tomás Nicolas Nuninho Alfaro,68,189,83,27,,CDM,520000.0,FIFA
Óscar Santiago Sendinho Pindo,68,178,74,35,,CDM,208000.0,FIFA
Claudio Igor Mouria Silva,67,183,78,31,,CAM,468000.0,FIFA
Welliton Edson Helmes Junqueira,66,172,69,23,,CAM,364000.0,FIFA
Allan Norberto Ardaújo Alves,69,178,75,35,,CAM,260000.0,FIFA
Davide Maurício Eustáquio Silva,68,178,72,31,,CAM,520000.0,FIFA
Rômulo Roberto Calsede Caiado,71,181,78,23,,ST,1092000.0,FIFA
Álvaro Odriozola Arzalluz,76,176,66,27,,RB,1404000.0,FIFA
Robert Ayrton Piris Da Motta,70,180,80,28,,"CDM, CB, CM",31200.0,FIFA
Henry Chukwuemeka Onyekuru,74,176,70,26,,LM,1196000.0,FIFA
Carlos Alberto Cáceda Oyaguez,74,185,78,31,,GK,36400.0,FIFA
Yangel Clemente Herrera Ravelo,76,184,77,25,,"CM, CDM, CAM",1248000.0,FIFA
Jacobo Salvador Kouffaty Agostini,68,169,71,30,,"CAM, LM",26000.0,FIFA
Majed Omar Kanabah,62,170,69,30,,"CM, CDM",312000.0,FIFA
Anthony Ralston,69,183,78,24,,RB,936000.0,FIFA
Orel Mangala,76,178,80,25,,"CM, CDM",2808000.0,FIFA
Benjamin Steenfeldt Hvidt,61,185,78,23,,"CM, CDM",104000.0,FIFA
Ionuț Andrei Radu,72,188,78,26,,GK,1664000.0,FIFA
Gonzalo Maroni,67,175,67,24,,"CAM, LW",312000.0,FIFA
David Turnbull,73,185,75,23,,"CM, CAM",1768000.0,FIFA
Domilson Cordeiro dos Santos,77,166,68,24,,RB,2028000.0,FIFA
José Artur de Lima Junior,71,181,70,27,,"CDM, CM",260000.0,FIFA
Flavio Medeiros da Silva,70,177,73,27,,"CDM, CM, CAM",1196000.0,FIFA
Bradley Mazikou,61,172,68,27,,LB,104000.0,FIFA
Dany Mota Carvalho,74,180,74,25,,"ST, CF",2080000.0,FIFA
Wolke Johannes Janssens,67,185,70,27,,"CB, RB, RWB",260000.0,FIFA
Carlos Soler Barragán,79,180,76,26,,CM,4056000.0,FIFA
Paweł Olszewski,63,178,68,24,,"RB, RWB",104000.0,FIFA
Siebe Van der Heyden,72,185,76,25,,CB,832000.0,FIFA
Roland Sallai,76,183,75,26,,"RM, CF, CAM",1404000.0,FIFA
Luis Alfonso Abram Ugarelli,72,181,78,27,,"CB, LB",312000.0,FIFA
Alejandro Hohberg González,71,169,73,31,,"LW, RW",49400.0,FIFA
妍捷安,66,185,78,28,,"CB, CDM",156000.0,FIFA
Django Warmerdam,68,180,66,27,,LB,208000.0,FIFA
Aschraf El Mahdioui,75,182,71,27,,"CDM, CM",1144000.0,FIFA
Ché Nunnely,67,170,73,24,,RM,156000.0,FIFA
Carel Willem Hendrik Eiting,73,178,72,25,,"CM, CDM",520000.0,FIFA
伊藤 宏樹,75,188,84,24,,"CB, CDM",936000.0,FIFA
John Kitolano,63,174,65,23,,"LB, LWB",44200.0,FIFA
Leandro Isaac Maciel,67,177,72,27,,"CM, CDM",260000.0,FIFA
Bruno Viana Willemen Da Silva,75,187,79,28,,CB,1040000.0,FIFA
Liam Burt,62,173,70,24,,"LW, LM",41600.0,FIFA
Robby McCrorie,65,189,80,25,,GK,468000.0,FIFA
Georgi Kostadinov,69,185,75,32,,"CDM, CM",28600.0,FIFA
Patrik Schick,83,191,86,27,,ST,4160000.0,FIFA
Sam Surridge,71,191,77,24,,ST,312000.0,FIFA
Mehmet Yeşil,67,188,75,25,,CB,260000.0,FIFA
정승원 郑世元,67,173,68,26,,"RWB, CM, RM",104000.0,FIFA
정재희 Jae Hee Jeong,66,174,70,29,,"RM, RW",104000.0,FIFA
Aapo Halme,65,196,78,25,,"CB, CDM",26000.0,FIFA
Leo Onni Artturi Väisänen,69,187,80,25,,CB,208000.0,FIFA
田中 亜土夢,65,167,69,35,,"CAM, LW, CM",26000.0,FIFA
Lucas Lingman,65,178,72,25,,"CM, CAM",26000.0,FIFA
Saku Tuomas Severi Ylätupa,64,170,67,23,,"CAM, RW, CF",52000.0,FIFA
Lassi Lappalainen,66,183,76,24,,"LM, LWB, RM",104000.0,FIFA
Cheol Won Choi,58,194,87,28,,GK,52000.0,FIFA
Dong-Hyuk Lim,58,190,86,30,,CB,52000.0,FIFA
박병현 Byung Hyun Park,59,184,83,30,,CB,52000.0,FIFA
Hyeong Geun Kim,53,188,78,29,,GK,52000.0,FIFA
İrfan Can Eğribayat,70,193,79,25,,GK,624000.0,FIFA
Mateo Puerta Peláez,71,172,72,26,,RB,104000.0,FIFA
Joseph Ceesay,66,184,78,25,,"RB, RM",104000.0,FIFA
Kevin Martin Krygård,65,184,70,23,,"CDM, CB, CM",52000.0,FIFA
Rémy Descamps,70,196,82,27,,GK,520000.0,FIFA
Paul Doyle,59,177,73,25,,CDM,31200.0,FIFA
Declan Rice,85,185,80,24,,"CDM, CM",6760000.0,FIFA
Thiago Rodrigues da Silva,68,185,75,27,,GK,156000.0,FIFA
Jannik Müller,70,187,77,29,,CB,676000.0,FIFA
Markus Schubert,65,187,82,25,,GK,104000.0,FIFA
Alphonso Boyle Davies,83,185,77,22,,"LB, LM",3328000.0,FIFA
João Vitor Brandão Figueiredo,70,180,74,27,,"ST, LM, RM",780000.0,FIFA
Marcos do Nascimento Teixeira,78,185,80,27,,CB,1352000.0,FIFA
Carlos Gustavo Quintana,74,190,88,35,,CB,520000.0,FIFA
Nazareno Damián Solís,66,169,67,29,,"LM, RM",260000.0,FIFA
Fernando Ezequiel Juárez,63,177,66,24,,CM,39000.0,FIFA
Emanuel Reynoso,79,176,67,27,,"CAM, LM",624000.0,FIFA
Mads Bech Sørensen,68,193,92,24,,"CB, LB",468000.0,FIFA
Mikkel Rygaard Jensen,75,176,69,32,,"CM, CAM",416000.0,FIFA
Frederik Lund Gytkjær,63,180,75,30,,ST,156000.0,FIFA
Daniel Francis Anyembe,65,189,77,24,,"RB, LB",104000.0,FIFA
Evander da Silva Ferreira,75,178,73,25,,"CM, CAM",468000.0,FIFA
Mohammed Rafique,56,172,65,32,,"RB, RM, CM",26000.0,FIFA
Konsham Chinglensana Singh,61,185,80,26,,CB,26000.0,FIFA
Oualid El Hajjam,72,181,72,32,,RB,676000.0,FIFA
Jeppe Møldrup Okkels,68,183,75,23,,LW,104000.0,FIFA
Gedson Carvalho Fernandes,78,183,63,24,,"CM, CDM, CAM",1300000.0,FIFA
Florentino Ibrain Morris Luís,80,184,74,23,,"CDM, CM",728000.0,FIFA
João Pedro Neves Filipe,78,175,67,24,,"LM, RM",1872000.0,FIFA
Aurélio Gabriel Ulineia Buta,75,172,66,26,,"RM, RWB",1664000.0,FIFA
José Diogo Dalot Teixeira,80,184,76,24,,RB,4680000.0,FIFA
Diogo Filipe Monteiro Pinto Leite,76,188,83,24,,CB,1300000.0,FIFA
Diogo Lucas Queirós,66,185,80,24,,"CB, RB",156000.0,FIFA
Diogo Meireles Costa,82,192,84,23,,GK,676000.0,FIFA
Juan Andrés Leiva Mieres,68,180,82,29,,"CM, CAM",208000.0,FIFA
Nanitamo Jonathan Ikoné,77,175,73,25,,"RW, RM",2652000.0,FIFA
Bakaye Dibassy,70,183,74,33,,"CB, LB",260000.0,FIFA
Henrik Udahl,64,186,76,26,,ST,52000.0,FIFA
Sondre Solholm Johansen,65,192,86,27,,CB,52000.0,FIFA
Nikolas Walstad,64,189,84,26,,"LWB, LB",52000.0,FIFA
Édouard Mendy,82,197,86,31,,GK,1976000.0,FIFA
Nathan McGinley,62,191,85,26,,"LWB, LB",52000.0,FIFA
Felix Gschossmann,58,185,75,26,,GK,52000.0,FIFA
Oscar Thore Hedvall,62,195,89,24,,GK,156000.0,FIFA
Tomasz Wojcinowicz,60,186,80,27,,"CB, CDM",46800.0,FIFA
Kangni Frederic Ananou,67,183,78,25,,"RWB, RB, RM",260000.0,FIFA
Jens Odgaard,73,190,80,24,,"RW, ST",468000.0,FIFA
Oliver Kjærgaard,61,184,76,24,,"CM, CAM",39000.0,FIFA
Joakim Mæhle Pedersen,76,185,79,26,,"LB, LW, RW",1924000.0,FIFA
Philippe Sandler,70,190,82,26,,CB,364000.0,FIFA
Andi Avdi Zeqiri,69,185,72,24,,ST,416000.0,FIFA
Jordan Lotomba,75,177,71,24,,"RB, LB",1456000.0,FIFA
Samuele Campo,63,177,70,27,,CAM,156000.0,FIFA
Didier Lamkel Zé,72,192,79,26,,"ST, LM",624000.0,FIFA
Josip Brekalo,76,175,70,25,,"CF, LW, LM",2496000.0,FIFA
Joseph Attamah,67,180,80,29,,"CDM, CM, CB",260000.0,FIFA
José Luis Rodríguez Francis,68,180,69,25,,"LM, LW, RM",208000.0,FIFA
Timo Bernd Hübers,77,190,82,26,,CB,1352000.0,FIFA
Valentin André Henri Rosier,76,175,75,26,,RB,1196000.0,FIFA
Gustavo Hamer,75,169,61,26,,"CM, CDM, CAM",1664000.0,FIFA
Harvey Lewis Barnes,80,185,72,25,,"LW, LM",5980000.0,FIFA
송주훈 宋株熏,61,190,83,29,,CB,52000.0,FIFA
Konstantinos Laifis,71,186,84,30,,CB,520000.0,FIFA
Zack Steffen,75,191,86,28,,GK,3588000.0,FIFA
José Antonio Martínez Gil,68,188,83,30,,CB,156000.0,FIFA
Luan Peres Petroni,76,190,79,28,,"CB, LB",1560000.0,FIFA
Antoine Joseph Emmanuel Bernède,69,178,73,24,,"CDM, CM",260000.0,FIFA
Enzo Francesco Guerrero Segovia,63,181,83,32,,"CB, CDM",104000.0,FIFA
Radovan Pankov,66,185,83,27,,CB,156000.0,FIFA
Stefan Knežević,68,187,81,26,,CB,312000.0,FIFA
Yoane Wissa,77,176,74,26,,"LW, ST",2964000.0,FIFA
Antonio Martínez López,76,187,84,26,,ST,780000.0,FIFA
Jacob Vandsø Rasmussen,73,190,81,26,,CB,624000.0,FIFA
Bruno Piñatares Prieto,69,182,86,33,,"CDM, CM",28600.0,FIFA
Florian Müller,72,190,88,25,,GK,676000.0,FIFA
Komnen Andrić,69,189,86,28,,ST,520000.0,FIFA
Domingos Sousa Coutinho Meneses Duarte,77,190,78,28,,CB,1404000.0,FIFA
Goran Karačić,67,194,91,26,,GK,208000.0,FIFA
Maxim Leitsch,72,189,83,25,,CB,884000.0,FIFA
Romain Bayard,65,167,65,29,,"CM, CAM, CDM",156000.0,FIFA
Houboulang Mendes,71,184,76,25,,"RB, CB",728000.0,FIFA
Brenner Marlos Varanda de Oliveira,69,182,81,29,,ST,36400.0,FIFA
Daniel Arzani,65,171,73,24,,LM,104000.0,FIFA
Efecan Karaca,74,166,56,33,,"RM, CF",728000.0,FIFA
Lucas Höler,74,184,83,28,,"ST, CF",1404000.0,FIFA
Fabijan Buntić,71,194,90,26,,GK,156000.0,FIFA
Grzegorz Tomasiewicz,66,166,64,27,,"CDM, CM",156000.0,FIFA
Hans Fredrik Jensen,71,183,78,25,,"CAM, RM, LM",832000.0,FIFA
Matheus Rossetto,66,180,75,27,,"CM, CDM",156000.0,FIFA
Emil Bohinen,71,189,81,24,,"CM, CDM",884000.0,FIFA
Gaëtan Coucke,69,187,83,24,,GK,260000.0,FIFA
Dante Vanzeir,73,175,77,25,,ST,416000.0,FIFA
Houssem Aouar,76,175,70,25,,"CAM, LM, CM",2600000.0,FIFA
Kik Pierie,66,183,75,22,,CB,104000.0,FIFA
Raheem Edwards,67,173,68,27,,"LB, LM, LWB",156000.0,FIFA
Łukasz Sołowiej,61,189,84,34,,CB,49400.0,FIFA
Pedro Miguel Braga Rebocho,71,172,73,28,,LB,468000.0,FIFA
Aleksandar Sedlar,73,180,79,31,,"CB, CDM",884000.0,FIFA
João Carlos Araújo Fonseca Silva,74,180,77,33,,LB,312000.0,FIFA
Florian Christian Neuhaus,79,185,77,26,,CM,1768000.0,FIFA
Kahraman Demirtaş,64,184,77,29,,"CB, LB",208000.0,FIFA
Jean Thierry Lazare Amani,72,172,64,25,,"CM, CAM, CDM",624000.0,FIFA
Horacio David Salaberry Marrero,67,180,76,36,,CB,26000.0,FIFA
Magnus Christensen,64,190,74,25,,"CDM, CM",52000.0,FIFA
Qazim Laçi,73,175,67,27,,"CM, CDM",49400.0,FIFA
Mohammed Al Saeed,58,175,69,26,,"LB, LW",208000.0,FIFA
Jean Paulo Fernandes Filho,75,188,98,27,,GK,41600.0,FIFA
Gastón Suso,71,190,82,32,,CB,468000.0,FIFA
Otar Kakabadze,66,186,79,28,,"RM, RWB",208000.0,FIFA
Lucas Gastón Robertone,79,169,66,26,,"CM, CAM, CDM",1664000.0,FIFA
Moritz Nicolas,65,193,89,25,,GK,260000.0,FIFA
Niklas Schmidt,71,184,89,25,,"CAM, CM, CF",728000.0,FIFA
Ivan Vujica,63,180,83,26,,LB,52000.0,FIFA
Filip Stojković,72,180,76,30,,RB,780000.0,FIFA
Gregor Kobel,87,195,88,25,,GK,3328000.0,FIFA
José Brayan Riascos Valencia,69,183,80,28,,"ST, RM",416000.0,FIFA
Ádám Varga,64,191,85,24,,GK,26000.0,FIFA
Tomasz Makowski,65,178,72,23,,"CDM, CM",104000.0,FIFA
Luis Leandro Sosa Otermin,69,177,70,32,,"CM, CDM, LB",26000.0,FIFA
Pablo Paulino Rosario,75,188,73,26,,"CDM, CM, CB",1716000.0,FIFA
Husein Balić,65,183,75,27,,"ST, CF, LW",312000.0,FIFA
龙威,58,182,70,28,,CDM,104000.0,FIFA
Phillip Menzel,67,192,84,24,,GK,104000.0,FIFA
Miles Winfield Welch-Hayes,58,180,77,26,,"CB, RB, RWB",52000.0,FIFA
Jerdy Schouten,75,185,74,26,,"CDM, CM",780000.0,FIFA
Ferdi Erenay Kadıoğlu,77,174,73,23,,"RB, LB, LM",1352000.0,FIFA
Jan Bekkema,61,186,90,27,,GK,52000.0,FIFA
Hassan Al Habib,58,182,82,28,,"CM, CAM",208000.0,FIFA
Mohanad Abdulkadhim Qasim Al Jebur Jeahze,69,165,72,26,,"LB, LWB",208000.0,FIFA
Vitaly Janelt,76,184,79,25,,"CDM, CM",2184000.0,FIFA
Ibrahim Sangaré,81,191,77,25,,"CDM, CM",3640000.0,FIFA
Giacomo Vrioni,70,188,85,24,,ST,260000.0,FIFA
Pedro Filipe Barbosa Moreira,74,170,65,30,,"CM, CAM",728000.0,FIFA
Achraf Hakimi Mouh,84,181,73,24,,"RB, RWB",4680000.0,FIFA
Siebe Horemans,66,183,72,25,,RB,104000.0,FIFA
Daan Heymans,68,193,79,24,,"CF, CAM, CM",312000.0,FIFA
Matthijs de Ligt,86,189,89,23,,CB,4368000.0,FIFA
Rasmus Schmidt Nicolaisen,76,191,81,26,,CB,1092000.0,FIFA
Abdiel Arroyo Molinar,64,187,80,29,,"ST, RW",26000.0,FIFA
Carlos Emilio Rodríguez Rodríguez,70,183,88,33,,CB,36400.0,FIFA
Christian Früchtl,68,193,88,23,,GK,208000.0,FIFA
Silviu Nicolae Balaure,64,178,64,27,,RW,104000.0,FIFA
Artur Siemaszko,61,181,74,26,,"RM, LM, ST",52000.0,FIFA
José Manuel Aja Livchich,71,193,87,30,,CB,104000.0,FIFA
Kevin Bonifazi,71,187,85,27,,CB,936000.0,FIFA
Albin Zackarias Lohikangas,60,180,75,24,,LB,28600.0,FIFA
Matúš Bero,70,181,81,27,,"CAM, CM",676000.0,FIFA
Kamil Pestka,68,189,67,24,,"LWB, LM",208000.0,FIFA
Bartosz Mrozek,67,191,82,23,,GK,104000.0,FIFA
Andreias Cristian Calcan,64,172,76,29,,"LM, CAM",104000.0,FIFA
Valentin Gheorghe,68,175,65,26,,"LW, RW, LM",208000.0,FIFA
Jhon Édison Mosquera Rebolledo,73,185,72,33,,LM,49400.0,FIFA
Mihai Ionuţ Butean,66,181,71,26,,RB,104000.0,FIFA
Bjørn Maars Johnsen,63,196,81,31,,ST,104000.0,FIFA
Reuven Niemeijer,64,178,71,28,,"CAM, CF",156000.0,FIFA
Gabriel Cristian Iancu,65,186,80,29,,"RW, ST, CAM",156000.0,FIFA
Ismaïla Sarr,76,185,76,25,,"RM, LM, RW",1768000.0,FIFA
Deroy Duarte,68,178,68,23,,"CM, LM",312000.0,FIFA
Manuel Lazzari,79,174,67,29,,RB,2652000.0,FIFA
Aldair Alejandro Quintana Rojas,70,195,92,28,,GK,52000.0,FIFA
Răzvan Constantin Oaidă,65,182,70,25,,"CM, CDM",156000.0,FIFA
Jean Carlos Silva Rocha,68,185,77,27,,"LM, RM",260000.0,FIFA
Dara Joseph O'Shea,72,188,74,24,,"CB, RB",1300000.0,FIFA
Salih Özcan,78,183,79,25,,"CDM, CM",2028000.0,FIFA
Youssef En-Nesyri,82,188,78,26,,ST,2184000.0,FIFA
Radosław Majecki,70,193,78,23,,GK,780000.0,FIFA
Maximilian Entrup,61,186,75,25,,ST,104000.0,FIFA
Nikola Dovedan,70,172,72,28,,"CF, ST, RM",936000.0,FIFA
Benjamin Ozegovic,63,184,81,23,,GK,104000.0,FIFA
Diadié Samassékou,75,175,70,27,,"CDM, CM",1456000.0,FIFA
Derrick Jones Amaniampong,66,193,75,26,,"CDM, CM, CB",104000.0,FIFA
Marshall Nyasha Munetsi,77,188,83,27,,"CDM, CAM, CM",1196000.0,FIFA
Siyabonga Ngezana,67,185,77,25,,"CB, RB",260000.0,FIFA
Domingos Quina,67,173,66,23,,"LM, CM, CAM",260000.0,FIFA
Malang Sarr,74,183,75,24,,"CB, LB",2912000.0,FIFA
Jean-Ricner Bellegarde,75,172,70,25,,"CM, CDM",2652000.0,FIFA
Bahadır Han Güngördü,65,190,84,27,,GK,156000.0,FIFA
Evans Kangwa,69,180,71,30,,"ST, LM",364000.0,FIFA
서영재 徐永在,66,182,72,28,,"LWB, LB, CM",156000.0,FIFA
Bartosz Nowak,70,180,75,29,,"CF, CAM",364000.0,FIFA
Abdulrahman Khalid Al Rio,57,189,78,29,,"LB, CB",156000.0,FIFA
Tareq Abdullah,62,170,64,27,,"RB, CDM",208000.0,FIFA
Cebrail Karayel,66,176,75,28,,"RB, RM, LB",260000.0,FIFA
Abdulmalek Al Shammari,60,177,63,27,,"LB, LM",208000.0,FIFA
Iván Arturo Torres Riveros,70,177,75,32,,"LB, LM, CM",31200.0,FIFA
Silvère Ganvoula M'boussy,66,191,90,27,,ST,364000.0,FIFA
Saeed Awadh Al Rubaie Al Yami,65,186,80,29,,CB,416000.0,FIFA
Benito Ramírez del Toro,70,179,70,27,,"LB, LM, RM",520000.0,FIFA
Rami Kaib,65,178,63,26,,LB,104000.0,FIFA
Ibrahim Drešević,70,186,81,26,,CB,676000.0,FIFA
Rafael Sebastián Mújica García,70,185,70,24,,ST,260000.0,FIFA
Dennis Geiger,75,173,67,25,,"CDM, CM",1404000.0,FIFA
Martin Ove Roseth,61,188,78,24,,CB,44200.0,FIFA
Zaid Majed Al-Bawardi,60,187,80,26,,GK,156000.0,FIFA
Anton Krešić,66,198,83,27,,CB,260000.0,FIFA
Yoann Salmier,72,188,85,30,,"CB, RB",676000.0,FIFA
Dylan Daniel Mahmoud Bronn,71,185,77,28,,"CB, RB",988000.0,FIFA
Tanguy Ndombèlé Alvaro,78,181,76,26,,"CM, CDM, CAM",3952000.0,FIFA
Gaïus Makouta,72,180,75,25,,CM,572000.0,FIFA
Ross James Sykes,68,196,73,24,,CB,260000.0,FIFA
Marcus Valdez Pereira Godinho,63,178,72,26,,"RM, RB",52000.0,FIFA
Pablo Eduardo Sisniega Fink,64,192,79,27,,GK,104000.0,FIFA
Bandar Nasser Al Mutairi,62,168,59,33,,"LB, LWB",104000.0,FIFA
Jacob Karlstrøm,68,200,90,26,,GK,104000.0,FIFA
Marcus Edwards,80,168,65,24,,"RW, LW, ST",884000.0,FIFA
Ortwin De Wolf,68,190,85,26,,GK,416000.0,FIFA
Yehvann Diouf,77,184,74,23,,GK,780000.0,FIFA
Ghislain Konan,77,176,71,27,,LWB,1872000.0,FIFA
Mads Emil Møller Madsen,71,189,82,25,,"CM, CDM",520000.0,FIFA
Ryan Yates,75,190,77,25,,"CDM, CM",2392000.0,FIFA
Ben Doherty,63,175,63,26,,LB,44200.0,FIFA
Utku Yuvakuran,66,192,81,25,,GK,260000.0,FIFA
Waleed Hezam Al Anazi,59,169,65,28,,"CM, CDM",208000.0,FIFA
Victor Enok Nelsson,78,185,78,24,,CB,1716000.0,FIFA
Doğucan Haspolat,69,177,75,23,,"CDM, CM",260000.0,FIFA
Khalid Abdul Mumin Suleman,70,188,79,25,,CB,520000.0,FIFA
Guus Berend Til,74,186,78,25,,"CAM, CM",780000.0,FIFA
Homer Enrique Martínez Yepez,68,185,65,25,,"CDM, CB",104000.0,FIFA
Ramon Pascal Lundqvist,67,178,74,26,,"CAM, CM, ST",104000.0,FIFA
Matheus Antonio Souza Santos,63,185,75,28,,"ST, LW",260000.0,FIFA
Yonatthan Nicolás Rak Barragán,70,188,73,29,,CB,36400.0,FIFA
Sam Todd,58,185,76,25,,CB,31200.0,FIFA
Harrison Theodore Paton,63,175,70,25,,"CM, CDM, CAM",104000.0,FIFA
Berkay Özcan,72,178,72,25,,"CM, CAM, LM",884000.0,FIFA
Joel Soñora,70,174,73,26,,"CAM, CM, RM",416000.0,FIFA
David Robert Bates,67,190,83,26,,CB,260000.0,FIFA
Bojan Nastić,64,182,75,28,,"CB, LB",104000.0,FIFA
Borja Herrera González,65,176,70,30,,"CAM, LB, CM",46800.0,FIFA
Auston Levi-Jesaiah Trusty,73,191,85,24,,"CB, LB",1144000.0,FIFA
Alaaddin Okumuş,65,175,70,27,,"RB, RM",208000.0,FIFA
Santiago Comesaña Veiga,78,184,75,26,,"CDM, CM",1612000.0,FIFA
Kai Lukas Havertz,82,190,82,24,,"CAM, RW, ST",5720000.0,FIFA
Eberechi Eze,79,178,67,25,,"CAM, CM, LW",2340000.0,FIFA
Abdoulaye Sissako,67,186,81,25,,"CM, CDM",260000.0,FIFA
Federico Chiesa,84,175,70,25,,"LM, LW, RW",7280000.0,FIFA
Giorgi Kvilitaia,73,193,80,29,,ST,52000.0,FIFA
Răzvan Gabriel Marin,76,178,75,27,,"CM, CDM",1300000.0,FIFA
Silvan Eli Sidler,63,185,77,24,,"RB, LB",104000.0,FIFA
Paul Gartler,66,187,75,26,,GK,260000.0,FIFA
Gabriel Alejandro Gudiño,69,170,67,31,,"RM, LM, RWB",364000.0,FIFA
Michele Di Gregorio,79,187,81,25,,GK,1976000.0,FIFA
Andrea Pinamonti,74,188,72,24,,ST,780000.0,FIFA
Edson Omar Álvarez Velázquez,81,187,73,25,,"CDM, CB",3692000.0,FIFA
Danilo Ezequiel Carando,69,181,78,34,,ST,31200.0,FIFA
Joel Joshghene Asoro,70,176,75,24,,"RM, ST",468000.0,FIFA
Christian Michael Kouamé Kouakou,77,185,70,25,,"ST, RW, LW",2652000.0,FIFA
Victor Emanuel Araújo Ferreira,65,180,67,25,,"CM, CAM",156000.0,FIFA
Pol Mikel Lirola Kosok,72,183,70,25,,"RB, RM, RWB",1144000.0,FIFA
Kouassi Ryan Sessegnon,75,178,70,23,,"LB, LWB",2548000.0,FIFA
Oscar Krusnell,62,183,70,24,,"LB, LWB",39000.0,FIFA
Tristan Muyumba Nkita,66,165,60,26,,"CDM, CM",104000.0,FIFA
Irvin Cardona,72,185,75,25,,"ST, LM",1040000.0,FIFA
Cengiz Ünder,78,173,66,25,,"RM, CF",1768000.0,FIFA
Marwane Saadane,70,188,83,31,,"CB, CDM",780000.0,FIFA
Ernest Agyiri,61,176,69,25,,CM,104000.0,FIFA
Magnus Retsius Grødem,67,192,78,24,,"CAM, CM",104000.0,FIFA
Gastón Gómez,70,190,99,27,,GK,416000.0,FIFA
Muhammed Şengezer,68,192,80,26,,GK,364000.0,FIFA
Mehmet Ataberk Dadakdeniz,64,194,84,23,,GK,156000.0,FIFA
Brais Méndez Portela,81,187,76,26,,"CM, CAM, RM",2184000.0,FIFA
Marc Roca Junqué,75,184,81,26,,"CDM, CM",1872000.0,FIFA
Gabriel Tadeu Strefezza Rebelato,77,168,63,26,,"RW, ST",1092000.0,FIFA
Facundo Barcelo Viera,72,180,78,30,,ST,39000.0,FIFA
Rafik Guitane,70,170,64,24,,"RW, RM, CM",260000.0,FIFA
Marcos Gonzalo Goñi,68,187,83,24,,CB,208000.0,FIFA
Mario González Gutiérrez,74,183,77,27,,ST,468000.0,FIFA
Sebastian Szymański,77,174,60,24,,"CAM, LW",1508000.0,FIFA
Alejandro Pozo Pozo,72,173,64,24,,"RB, RM, RWB",728000.0,FIFA
Iván Alejandro Gómez,69,167,60,26,,"CM, CDM",416000.0,FIFA
Norberto Alejandro Briasco Balekian,71,186,82,27,,"ST, RW, RM",676000.0,FIFA
Nicolás Fernando Cordero,70,185,78,24,,ST,416000.0,FIFA
Alexandar Borković,67,184,74,24,,CB,260000.0,FIFA
Francisco José Beltrán Peinado,80,165,64,24,,"CDM, CM",1248000.0,FIFA
Ezequiel Omar Barco,77,167,66,24,,"LM, ST, LW",468000.0,FIFA
Morgan Anthony Gibbs-White,77,178,70,23,,"CAM, CF, LW",2704000.0,FIFA
James Dominic Brown,63,186,79,25,,"LB, CB, RB",104000.0,FIFA
Daniel Cárdenas Líndez,74,186,80,26,,GK,676000.0,FIFA
Pelle Clement,66,177,67,27,,"CM, CAM",156000.0,FIFA
Kyle Duncan,68,177,68,25,,"RB, RWB",156000.0,FIFA
Reinildo Isnard Mandava,81,180,73,29,,"LB, CB",3120000.0,FIFA
Ivan Zlobin,67,191,84,26,,GK,156000.0,FIFA
João Rodolfo Bardinho Barros,72,177,71,27,,"LB, RB",624000.0,FIFA
Enzo Diogo Merques Gomes,73,187,76,27,,LB,1040000.0,FIFA
Elieser Danilo Baldeiro Lopes,75,186,85,27,,CB,1560000.0,FIFA
Jorge Renato Praceira Diniz,74,180,74,31,,CB,1456000.0,FIFA
Vinicius Lúcio Trieiro Lobato,70,177,73,31,,RB,468000.0,FIFA
Douglas Arthur Armeira Bahia,74,174,74,31,,RB,1456000.0,FIFA
Jailson Pietro Oliva Chiamulera,70,171,65,31,,RB,884000.0,FIFA
